# Program:featureCounts v1.6.4; Command:"featureCounts" "-a" "/mnt/data/gdata/human/hg38/chr21/homo_sapiens_hg38_chr21.gtf" "-o" "../03_count/siC1_chr21_counts.txt" "-R" "BAM" "siC1_chr21_Aligned.sortedByCoord.out.bam" 
Geneid	Chr	Start	End	Strand	Length	siC1_chr21_Aligned.sortedByCoord.out.bam
ENSG00000274391	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	10521553;10521572;10521575;10521575;10521575;10524580;10524580;10524580;10524580;10524580;10527355;10527355;10527355;10527355;10527355;10538681;10538681;10538681;10538681;10541112;10541112;10541112;10541112;10542395;10542395;10542395;10543329;10543329;10552657;10552657;10552657;10559494;10559494;10559494;10559494;10559494;10561030;10561030;10561030;10561030;10561030;10567670;10567670;10567670;10567670;10567670;10569437;10569437;10569437;10569437;10569683;10569683;10569683;10569683;10570485;10570485;10570485;10570485;10577460;10577460;10577460;10577460;10578337;10578337;10578337;10578337;10578517;10578517;10578517;10578517;10590462;10590462;10590462;10590462;10592293;10592293;10592293;10592293;10595982;10595982;10595982;10595982;10598015;10598015;10598015;10598015;10602058;10602058;10602058;10602058;10603562;10603562;10603562;10603562;10605417;10605417;10605417;10605417	10521694;10521694;10521694;10521694;10521694;10524688;10524688;10524688;10524688;10524688;10527412;10527412;10527412;10527412;10527412;10538734;10538734;10538734;10538734;10541165;10541165;10541165;10541165;10542448;10542448;10542448;10543382;10543382;10552716;10552716;10552716;10559544;10559544;10559544;10559544;10559544;10561191;10561191;10561191;10561191;10561191;10567789;10567789;10567789;10567699;10567789;10569536;10569536;10569536;10569536;10569746;10569746;10569746;10569746;10570549;10570549;10570549;10570549;10577520;10577520;10577520;10577520;10578418;10578418;10578418;10578418;10578605;10578605;10578605;10578605;10590523;10590523;10590523;10590523;10592373;10592373;10592373;10592373;10596087;10596087;10596087;10596087;10598094;10598094;10598094;10598094;10602150;10602150;10602150;10602150;10603632;10603632;10603632;10603632;10605716;10605716;10605716;10606140	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2596	0
ENSG00000278678	21	10576292	10576587	+	296	0
ENSG00000273872	21;21	10612455;10613213	10612576;10613379	-;-	289	0
ENSG00000276556	21	10640028	10640338	-	311	0
ENSG00000277282	21;21	10649400;10649790	10649706;10649835	-;-	353	0
ENSG00000229306	21;21	12999676;13016621	12999926;13016692	-;-	323	0
ENSG00000224309	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	13038160;13038208;13038330;13042502;13042502;13042779;13042779;13042784;13045163;13045163;13045163;13046236;13048965;13048965;13048965;13051796;13051796;13051796;13060577;13065175;13065558;13066852	13038424;13038424;13038424;13042616;13042616;13045270;13042952;13042952;13046421;13045270;13045270;13046373;13049029;13049029;13049029;13052118;13051889;13052118;13060883;13065242;13065699;13067033	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	5110	0
ENSG00000207097	21	13047583	13047689	+	107	0
ENSG00000168122	21;21;21	13095305;13113081;13113665	13098326;13113148;13113790	-;-;-	3216	0
ENSG00000237202	21	13120244	13120807	+	564	0
ENSG00000280108	21;21	13305171;13314408	13305221;13314664	+;+	308	0
ENSG00000185390	21;21	13349265;13350457	13349368;13350648	+;+	296	2
ENSG00000175302	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	13384249;13386282;13387723;13393546;13393717;13395968;13398970;13399357;13405181;13408320;13413596;13413762;13421600;13423127;13426146;13426312;13427580;13427745	13385160;13386445;13387936;13393618;13393745;13396057;13399031;13399435;13405253;13408350;13413668;13413790;13421690;13423188;13426218;13426340;13427652;13427773	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	2186	0
ENSG00000266211	21	13406384	13406460	-	77	0
ENSG00000226930	21;21;21;21;21;21	13443373;13451310;13451557;13452191;13457790;13489078	13443431;13451385;13451742;13452324;13457932;13489176	-;-;-;-;-;-	697	0
ENSG00000219280	21	13476371	13477263	+	893	0
ENSG00000228184	21	13525599	13528579	+	2981	0
ENSG00000179381	21	13544282	13545185	-	904	0
ENSG00000228159	21;21;21;21	13546033;13546980;13556393;13558317	13546123;13547128;13556511;13558461	+;+;+;+	504	0
ENSG00000218549	21	13581044	13582004	-	961	0
ENSG00000166351	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	13609858;13610177;13615123;13615123;13615397;13615397;13618349;13618349;13620158;13620158;13622805;13622805;13624313;13625273;13628382;13629856;13630941;13639515;13641345	13610749;13610749;13615237;13615237;13615570;13615570;13618455;13618455;13620295;13620295;13622875;13622875;13624533;13625542;13628452;13629900;13631107;13639638;13641585	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2636	0
ENSG00000207476	21	13621577	13621683	+	107	0
ENSG00000266299	21	13644775	13644850	-	76	0
ENSG00000278381	21	13654073	13654356	+	284	0
ENSG00000227874	21;21	13665868;13667099	13666529;13667546	-;-	1110	0
ENSG00000214319	21	13676022	13677116	+	1095	0
ENSG00000279773	21	13679300	13681138	-	1839	0
ENSG00000273692	21	13704853	13705518	+	666	0
ENSG00000278618	21	13724189	13724274	+	86	0
ENSG00000229231	21	13762338	13764332	+	1995	0
ENSG00000224922	21;21	13769932;13771565	13770213;13771740	+;+	458	0
ENSG00000173231	21	13776086	13777266	+	1181	0
ENSG00000232797	21	13792635	13793141	+	507	0
ENSG00000224860	21	13824406	13825635	-	1230	0
ENSG00000215562	21	13826696	13827627	+	932	0
ENSG00000234538	21	13839118	13839409	+	292	0
ENSG00000228314	21;21;21;21;21;21;21;21;21;21;21;21	13843133;13844022;13845005;13846013;13846759;13846759;13846759;13847063;13847450;13847450;13848090;13848090	13843432;13844135;13845274;13846141;13847123;13846879;13846949;13847123;13847592;13847713;13848205;13848364	-;-;-;-;-;-;-;-;-;-;-;-	1717	0
ENSG00000230965	21	13905960	13906488	-	529	0
ENSG00000215559	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	13909574;13909574;13910496;13910496;13911718;13911718;13915187;13916747;13917555;13917555;13925164;13925164;13927335;13932228;13932228;13933838;13935515;13937535;13937946;13939246;13939246;13939374;13940815;13940815;13940815;13943744;13943769;13945039;13945039;13945039;13945039;13945039;13951067;13951067;13951067;13951067;13951067;13951232;13951232;13951232;13951232;13951232;13954066;13954066;13958116;13960809;13962740;13962740;13967381;13967381;13969973;13969973;13969973;13971167;13971996;13975184;13975520;13979702;13979702	13909654;13909693;13910549;13910549;13911763;13911763;13915409;13916958;13917836;13917836;13925293;13925293;13927447;13932374;13932374;13934227;13935655;13938067;13938067;13939428;13939428;13939428;13940978;13940978;13940978;13943862;13943862;13945109;13945109;13945143;13945109;13945109;13951139;13951139;13951139;13951139;13951139;13951260;13951260;13951260;13951260;13951260;13954150;13954150;13958185;13960839;13962871;13962785;13967436;13967436;13970110;13970003;13970110;13971273;13972129;13975357;13975634;13980437;13979911	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	4842	0
ENSG00000203616	21	13936993	13937325	-	333	0
ENSG00000223287	21	13968489	13968595	-	107	0
ENSG00000183249	21;21;21;21	14000927;14001542;14001910;14005200	14001100;14001662;14001984;14005279	+;+;+;+	450	0
ENSG00000233442	21;21;21;21;21;21;21;21;21;21;21	14007134;14008187;14009589;14010243;14010777;14011362;14011696;14012120;14013503;14013761;14014624	14007198;14008302;14009673;14010317;14010874;14011419;14011810;14012282;14013657;14013848;14014880	+;+;+;+;+;+;+;+;+;+;+	1275	0
ENSG00000275170	21;21;21;21	14019060;14019860;14020171;14020545	14019577;14019938;14020248;14020725	-;-;-;-	856	0
ENSG00000224905	21;21;21;21;21;21;21;21;21	14027421;14027421;14027451;14083950;14083950;14083950;14088609;14143509;14143757	14027597;14027597;14027597;14084144;14084144;14084144;14089046;14144468;14144468	+;+;+;+;+;+;+;+;+	1770	0
ENSG00000249493	21;21;21	14064325;14068637;14068914	14064527;14068751;14069087	+;+;+	492	0
ENSG00000201812	21	14070871	14070986	+	116	0
ENSG00000277572	21	14075950	14076038	-	89	0
ENSG00000188992	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	14108813;14108893;14108893;14144623;14144623;14144623;14152573;14152573;14152573;14163419;14163419;14163419;14165223;14165223;14165223;14165251;14166362;14166362;14181758;14181758;14181758;14181758;14185961;14185961;14185961;14185961;14189034;14189034;14189034;14189034;14206815;14210800;14210800	14109080;14109080;14109080;14144799;14144799;14144799;14152684;14152684;14152684;14163523;14163523;14163523;14165390;14165390;14165390;14165390;14166451;14166451;14181859;14181859;14181859;14181859;14186069;14186069;14186069;14186069;14189103;14189419;14189419;14189419;14206949;14210891;14210891	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1744	0
ENSG00000240755	21	14143581	14144158	+	578	0
ENSG00000185272	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	14216130;14216145;14216153;14216154;14216178;14219553;14219553;14219563;14219563;14221097;14221097;14221097;14221097;14221097;14224375;14224438;14224438;14224438;14224438;14226859;14226880;14226880;14226880;14226880	14216282;14216282;14216282;14216282;14216282;14219725;14219725;14219725;14219725;14221453;14221169;14221169;14221169;14221169;14224537;14224537;14224537;14224537;14224537;14227054;14228372;14227384;14228173;14228372	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	2360	0
ENSG00000243064	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	14236206;14268403;14269487;14270525;14273799;14273880;14273891;14273936;14274092;14279596;14279596;14279596;14279596;14279596;14279596;14287550;14287550;14287550;14287550;14287550;14288404;14288404;14288404;14288404;14288404;14291286;14291570;14291570;14291570;14299438;14299438;14299438;14302075;14304223;14305696;14305696;14308371;14308371;14308553;14308553;14308972;14312944;14312944;14316201;14316201;14317473;14323512;14323512;14336080;14337180;14337180;14337781;14337781;14345156;14348016;14352629;14353554;14355041;14357731;14359150;14360840;14362032;14362652	14236306;14268592;14269659;14270609;14274157;14274157;14274157;14274157;14274157;14279657;14279657;14279657;14279657;14279657;14279657;14287697;14287697;14287697;14287697;14287697;14288546;14288546;14288546;14291747;14288546;14291399;14291747;14291747;14291747;14299681;14299685;14301386;14302140;14304360;14305842;14305842;14308455;14308455;14308619;14308619;14309098;14313120;14313131;14316368;14317635;14317635;14323587;14323587;14336257;14337240;14337240;14338000;14338017;14345310;14348171;14352828;14353680;14355142;14357874;14359309;14361003;14362226;14362754	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	10722	0
ENSG00000155304	21;21;21;21;21;21;21;21	14371115;14375652;14378199;14378342;14381203;14381203;14383095;14383277	14374284;14375819;14378412;14378412;14381543;14381543;14383187;14383484	-;-;-;-;-;-;-;-	4194	430
ENSG00000155307	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	14485228;14485228;14485228;14485229;14495700;14498442;14498442;14498442;14498442;14498442;14500529;14500529;14500529;14500529;14500529;14510310;14510310;14510310;14512444;14512444;14512444;14516892;14516892;14516892;14521150;14521150;14521150;14521173;14523271;14523271;14546205;14546205;14546205;14546205;14582136;14583320	14486114;14486114;14486114;14486114;14496403;14498592;14498592;14498592;14498592;14498592;14500735;14500606;14500735;14500735;14500735;14510461;14510461;14510461;14512573;14512573;14512573;14517041;14517041;14517041;14521221;14521221;14521221;14521221;14523394;14523394;14546313;14546360;14546343;14546341;14582488;14583402	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3169	0
ENSG00000223662	21;21;21;21;21	14582202;14585362;14591322;14594694;14597925	14582291;14585538;14591468;14594740;14598303	+;+;+;+;+	840	0
ENSG00000243440	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	14591930;14593720;14594013;14602023;14602023;14609482;14609482;14612505;14612505;14612876;14612876;14612876;14615976;14615976;14615976;14615976;14643002;14643002;14658748	14592639;14594078;14594078;14602099;14602099;14609568;14609568;14612645;14612913;14612913;14612913;14612913;14616016;14616016;14616016;14616016;14643133;14643133;14658821	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	1889	0
ENSG00000232884	21;21;21;21;21;21	14746762;14747746;14750863;14750863;14753324;14753801	14748375;14748375;14750909;14750909;14753462;14753863	-;-;-;-;-;-	1863	4
ENSG00000228600	21	14757588	14758352	+	765	0
ENSG00000226751	21;21	14761710;14762838	14762151;14763090	-;-	695	0
ENSG00000225502	21	14774301	14775262	+	962	0
ENSG00000235609	21;21;21;21	14818843;14825523;14857542;15014344	14824415;14825624;14857708;15014430	-;-;-;-	5929	58
ENSG00000281903	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	14819699;14821208;14823118;14824254;14824327;14824327;14825523;14825523;14825523;14833504;14837182;14852971;14853274;14857542;14857542;14857542;14857542;14881887;14881887;14902899;14913463;14917059;14918171	14820030;14821806;14823309;14824415;14824415;14824415;14825624;14825624;14825624;14833656;14837823;14853431;14853431;14857708;14857708;14857708;14857708;14881910;14881975;14903015;14913522;14917235;14918552	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	3635	5
ENSG00000226406	21	14829154	14829989	-	836	2
ENSG00000235277	21;21	14918534;14946555	14918772;14947096	+;+	781	11
ENSG00000180530	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	14961235;14961235;14961235;14967996;14968155;14987954;14988141;14991201;15002180;15014344;15014344;15014344;15043495;15043495;15043495;15043495;15043495;15064745;15064745;15064745;15065725;15065725;15065725	14968526;14968526;14968526;14968526;14968526;14988192;14988192;14991306;15002368;15014466;15014466;15014466;15043574;15043574;15043574;15043574;15043574;15064805;15065000;15064934;15065903;15065936;15065815	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8497	588
ENSG00000229047	21;21	14961309;14964085	14961721;14964233	+;+	562	0
ENSG00000231201	21;21;21	14971470;14974215;14992234	14971569;14974317;14992854	+;+;+	824	0
ENSG00000279390	21	15050189	15052379	+	2191	22
ENSG00000236471	21;21	15067070;15067535	15067212;15067837	+;+	446	0
ENSG00000280082	21	15346652	15346738	+	87	0
ENSG00000229425	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	15370500;15370500;15370501;15370502;15370511;15370522;15385622;15390578;15390578;15390578;15390578;15390578;15390578;15393971;15393971;15394473;15394473;15394473;15394473;15395000;15395000;15395000;15395000;15395000;15395463;15395463;15395463;15395463;15395463;15395463;15397889;15400498;15400498;15400498;15400498;15400498;15401988;15405575;15405880;15436682;15441226;15441226;15442166;15444024;15444024;15444024;15444374;15444374;15467288;15470724;15471875;15477788;15477788;15511119;15513865;15522859;15560716;15561201;15567182;15571192;15571192;15575270;15575270;15575270;15575270;15575270;15627046;15627046;15627046;15627046;15627046	15370911;15370911;15370911;15370911;15370911;15370911;15385689;15390618;15390618;15390618;15390618;15390618;15390618;15394049;15394043;15394506;15394506;15394506;15394506;15395129;15395129;15395129;15395129;15395129;15395497;15395497;15395497;15395497;15395497;15395497;15397984;15400549;15400549;15400549;15400549;15400549;15402305;15405764;15405929;15436901;15441335;15441348;15442362;15444081;15444081;15444366;15444723;15444589;15467380;15470757;15471943;15477856;15477856;15511381;15513934;15526723;15560733;15561512;15567988;15571356;15571356;15575410;15575410;15575410;15575410;15575410;15627115;15627162;15627342;15627258;15627258	-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-	8941	0
ENSG00000224524	21	15490530	15490767	-	238	0
ENSG00000224247	21;21	15493932;15495716	15494898;15496124	-;-	1376	0
ENSG00000212564	21	15614283	15614389	+	107	2
ENSG00000226298	21;21	15694300;15695885	15694754;15696581	-;-	1152	0
ENSG00000155313	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	15730025;15730025;15730025;15730025;15762891;15762891;15762891;15762891;15765997;15765997;15765997;15765997;15773256;15773256;15777904;15777904;15777904;15777904;15777904;15777904;15791502;15791502;15791502;15791502;15791502;15791502;15799534;15799757;15799757;15799757;15799757;15799757;15799757;15805121;15805121;15805121;15805121;15805121;15805121;15805121;15808809;15808809;15808809;15808809;15811137;15811137;15811137;15811137;15818698;15818698;15818698;15818698;15818698;15824039;15824039;15824039;15824966;15824966;15824966;15825010;15826204;15826204;15826204;15826977;15826977;15826977;15826977;15830531;15830531;15830531;15830531;15831401;15831401;15831401;15831401;15833348;15833348;15833348;15833348;15842398;15842398;15842398;15842518;15847663;15847663;15849777;15849777;15849777;15864268;15864268;15864268;15864268;15866266;15866266;15866266;15866266;15870068;15870068;15870068;15870068;15870068;15874403;15874403;15874403;15874403;15874403;15875996;15877796;15877796;15877796;15877796;15878303;15878303;15878303;15878303;15878303	15730438;15730438;15730438;15730438;15762968;15762968;15762968;15762968;15766141;15766141;15766141;15766141;15773317;15773317;15778027;15778027;15778027;15778027;15778027;15778027;15791664;15791664;15791664;15791664;15791664;15791664;15799843;15799843;15799843;15799843;15799843;15799843;15799843;15805258;15805655;15805258;15805258;15805258;15805258;15805258;15808885;15808885;15808885;15808885;15811210;15811210;15811210;15811210;15818729;15818729;15818846;15818846;15818846;15824166;15824166;15824166;15825061;15825061;15825061;15825061;15826365;15826365;15826365;15827203;15827203;15827203;15827203;15830601;15830601;15830601;15830601;15831629;15831629;15831629;15831629;15833379;15833548;15833548;15833548;15842540;15842540;15842540;15842540;15847776;15847776;15849872;15849872;15849872;15864446;15864446;15864446;15864446;15866344;15866344;15866344;15866344;15870147;15870147;15870147;15870147;15870147;15874518;15874526;15874526;15874526;15874526;15877991;15877991;15877991;15877991;15877991;15878911;15880069;15880058;15878911;15878911	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	7823	872
ENSG00000234159	21;21	15744004;15744892	15744316;15745080	-;-	502	6
ENSG00000215386	21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21;21	15928296;16070522;16070522;16070533;16071114;16071114;16071114;16071114;16071114;16071233;16181591;16181591;16181591;16181591;16181591;16181591;16181591;16194379;16194395;16194565;16231056;16231056;16231056;16231056;16231056;16231056;16231056;16231056;16231056;16231079;16330604;16391614;16391614;16391614;16391614;16391614;16391614;16391614;16391614;16391614;16391614;16391614;16419328;16419402;16419432;16419518;16420455;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16487490;16521719;16537281;16537343;16537379;16537379;16537379;16537379;16537379;16537379;16537379;16537379;16537379;16588689;16589353;16594340;16594340;16594340;16594340;16594340;16594340;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16606994;16613450;16627177;16627177	15928529;16070548;16070548;16070567;16071398;16071398;16071398;16071398;16071398;16071398;16181687;16181687;16181687;16181687;16181687;16181687;16181687;16194633;16194633;16194633;16231115;16231115;16231115;16231115;16231115;16231115;16231115;16231115;16231115;16231115;16330711;16391685;16391685;16391685;16391685;16391685;16391685;16391685;16391685;16391685;16391685;16391685;16419741;16419741;16419741;16419741;16420572;16487538;16487895;16487538;16487538;16487538;16487538;16487538;16487537;16487538;16487538;16487538;16487538;16487538;16487494;16487538;16487508;16488329;16521804;16537439;16537439;16537439;16537439;16537439;16537439;16537439;16537439;16537439;16537439;16537439;16588747;16589540;16594454;16594454;16594454;16594454;16594454;16594454;16607087;16607249;16607087;16607103;16607137;16607087;16607268;16607151;16607130;16607222;16607118;16607136;16607130;16609775;16613481;16627195;16627397	+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+	6171	2
ENSG00000252273	21	16035413	16035509	-	97	0
ENSG00000214976	21	16094415	16095372	-	958	1
ENSG00000224602	21	16121310	16121644	-	335	0
ENSG00000201025	21	16284696	16284768	-	73	0
ENSG00000270071	21;21;21	16291791;16296603;16308009	16292148;16296700;16308133	-;-;-	581	0
ENSG00000270139	21;21;21	16417139;16418859;16419037	16417458;16418961;16419080	-;-;-	467	0
ENSG00000280432	21	16525919	16527019	+	1101	0
ENSG00000207638	21	16539089	16539169	+	81	0
ENSG00000199030	21	16539828	16539911	+	84	0
ENSG00000269950	21;21	16574718;16582464	16575272;16582637	-;-	729	0
ENSG00000207863	21	16590237	16590325	+	89	0
ENSG00000228798	21;21;21;21	16630827;16631441;16640230;16640230	16630972;16631489;16640633;16640683	+;+;+;+	649	0
